,campus_id,campus_name,dept,difficulty,name,quality,rating_count,retake,tag_accessibleoutsideclass,tag_amazinglectures,tag_bewareofpopquizzes,tag_caring,tag_cleargradingcriteria,tag_extracredit,tag_getreadytoread,tag_givesgoodfeedback,tag_gradedbyfewthings,tag_groupprojects,tag_hilarious,tag_inspirational,tag_lectureheavy,tag_lotsofhomework,tag_participationmatters,tag_respected,tag_skipclassyouwon'tpass,tag_somanypapers,tag_testheavy,tag_toughgrader
835,50,Georgia Southern University - Armstrong,History,2.7,Olavi Arens,3.5,84,71%,1,2,,1,2,7,8,2,,,4,2,10,,1,3,4,,5,3
836,50,Georgia Southern University - Armstrong,Mathematics,3.0,Paul Hadavas,3.8,81,50%,2,,,1,2,,1,2,5,1,,,,5,1,3,7,,2,5
837,50,Georgia Southern University - Armstrong,Physics,3.0,Donna Mullenax,3.8,80,71%,2,3,,1,,2,,,1,,1,1,1,3,,,8,,1,7
838,50,Georgia Southern University - Armstrong,Criminal Justice,2.1,Mary Moultrie,2.1,78,N/A,,,,,,,,,,,,,,,,,,,,
839,50,Georgia Southern University - Armstrong,Psychology,3.2,Jonathan Roberts,4.3,77,N/A,,2,,1,2,,,2,1,1,7,,3,,,3,4,,,3
840,50,Georgia Southern University - Armstrong,English,1.9,Jane Rago,4.6,77,94%,1,4,,2,1,,13,7,1,,10,4,1,,11,3,1,1,,
841,50,Georgia Southern University - Armstrong,Biology,2.6,Kathryn Craven,4.3,77,57%,5,1,,5,7,5,1,1,2,,,,3,,1,4,10,,1,2
842,50,Georgia Southern University - Armstrong,Mathematics,3.9,Sungkon Chang,2.9,74,40%,4,,,4,8,7,,2,,,1,1,4,14,1,2,13,1,2,9
843,50,Georgia Southern University - Armstrong,Mathematics,2.8,Timothy Ellis,3.6,73,N/A,,,,,1,,,1,,,,,,1,,,,,,2
844,50,Georgia Southern University - Armstrong,Chemistry,3.3,Cathy MacGowan,4.3,73,70%,4,1,1,1,3,2,1,7,,,1,,4,2,1,1,6,,2,10
845,50,Georgia Southern University - Armstrong,English,2.1,Carol Jamison,4.8,71,80%,,,,4,1,,6,11,,,3,2,1,1,4,4,3,1,,4
846,51,Art Academy of Cincinnati,Fine Arts,2.9,Jimmy Baker,3.9,12,100%,2,,,,,,,5,,,,,,,2,3,,,,
847,51,Art Academy of Cincinnati,Fine Arts,2.6,Paige Williams,4.2,8,N/A,,,,1,,,,2,,,,1,,,1,3,,,,1
848,51,Art Academy of Cincinnati,Graphic Arts,2.1,Kenn Knowlton,2.7,8,N/A,,,,,,,,,,,,,,,,,,,,
849,51,Art Academy of Cincinnati,Graphic Arts,2.6,Mark Thomas,4.7,7,N/A,,,,1,,,,2,,,,,,,,1,,,,
850,51,Art Academy of Cincinnati,Art History,3.6,Emily Everhart,3.3,7,N/A,,1,,,,,1,1,,,,2,2,,,2,,,,2
851,51,Art Academy of Cincinnati,Writing,2.5,Matt Hart,4.9,6,N/A,,,,,,,,1,,,,,,,,1,,,,
852,51,Art Academy of Cincinnati,Art History,4.2,Jay Zumeta,4.1,6,N/A,,1,,,,,,,,,,,,,,,1,,,
853,51,Art Academy of Cincinnati,Fine Arts,2.7,April Foster,3.8,6,N/A,,,,,,,,,,,,,,,,,,,,
854,51,Art Academy of Cincinnati,Graphic Arts,3.8,Matt Dayler,3.7,5,N/A,,,,,,,,,,,,,,,,,,,,
855,51,Art Academy of Cincinnati,Fine Arts,3.4,Ken Henson,4.9,5,N/A,,1,,1,,,,2,,,,,,,,1,,,,
856,51,Art Academy of Cincinnati,Fine Arts,3.0,Kim Krause,3.5,4,N/A,,,,1,,,,1,,,,1,,,1,,,,,
857,51,Art Academy of Cincinnati,Fine Arts,3.0,Gary Gaffney,3.4,4,N/A,,,,,,,,1,,,,,,,,1,,,,
858,51,Art Academy of Cincinnati,Fine Arts,3.3,Constance McClure,4.4,4,N/A,,,,,,,,2,,,,1,,,,,,,,
859,51,Art Academy of Cincinnati,Fine Arts,4.3,Warren Trefz,4.7,3,N/A,,,,,,,,,,,,,,,,,,,,
860,51,Art Academy of Cincinnati,Fine Arts,3.7,Emily Momohara,1.8,3,N/A,,,,,,,,,,,,,,,,,,,,
861,51,Art Academy of Cincinnati,Fine Arts,2.5,Keith Benjamin,5.0,2,N/A,,,,,,,,,,,,,,,,,,,,
862,51,Art Academy of Cincinnati,Film,2.0,Regan Brown,5.0,2,N/A,,,,,,,,,,,,,,,,,,,,
863,51,Art Academy of Cincinnati,Biology,4.0,Pamela Roy,5.0,1,N/A,,,,,,,,,,,,,,,,,,,,
864,51,Art Academy of Cincinnati,Fine Arts,3.0,Sara Hollis,5.0,1,N/A,,,,,,,,1,,,,,,,,1,,,,1
865,51,Art Academy of Cincinnati,Fine Arts,3.0,David Michael Beck,5.0,1,N/A,,,,,,,,1,,,1,1,,,,,,,,
866,52,Art Center College of Design,Fine Arts,3.8,Pauline Stella-Sanchez,4.3,39,86%,1,19,,5,3,,6,6,,,1,16,,1,7,28,1,,,1
867,52,Art Center College of Design,Design,4.0,Tony Yao,3.8,35,N/A,,,,,,,,,,,,,,,,,,,,
868,52,Art Center College of Design,Design,4.0,Jon Nguyen,3.7,34,33%,,1,,1,,,,4,,,,1,,1,3,1,,,,2
869,52,Art Center College of Design,Design,3.7,Roland Young,4.0,32,N/A,,,,,,,,,,,,,,,,,,,,
870,52,Art Center College of Design,Fine Arts,4.0,Jim Salvati,4.7,29,N/A,,1,,4,,,,10,,,,9,,,1,5,1,,,
871,52,Art Center College of Design,Fine Arts,4.0,Bob Kato,4.6,23,78%,1,,,1,,1,,4,,,,3,2,6,,2,1,,,4
872,52,Art Center College of Design,Graphic Arts,2.9,Dana Duncan,4.2,23,N/A,1,,,,1,,,2,,,,1,1,,,,,,,
873,52,Art Center College of Design,Illustration,3.0,David Luce,4.7,20,N/A,,,,1,,,,3,,,2,3,,,,3,,,,
874,52,Art Center College of Design,Illustration,4.3,Gayle Donahue,4.8,20,N/A,1,,,2,,,,3,,,,1,,2,,1,1,,,1
875,52,Art Center College of Design,Fine Arts,3.5,Dennis Woholgumuth,2.9,19,N/A,,,,,1,,1,1,,,,,,1,1,,1,,,
876,52,Art Center College of Design,Design,4.0,Bruce Claypool,4.3,18,N/A,,,,1,,,,1,,,,1,,1,1,,,,,
877,52,Art Center College of Design,Illustration,3.7,Craig Attebery,4.5,18,N/A,,,,2,1,,,1,,,2,,,,,1,,1,,1
878,52,Art Center College of Design,Fine Arts,4.0,Richard Houston,4.2,17,N/A,,,,1,,,,2,,,,,,1,,1,1,,,3
879,52,Art Center College of Design,Illustration,3.5,Lorrie Madden,3.5,17,N/A,,,,,,,,,,,,,,,,,,,,
880,52,Art Center College of Design,Graphic Design,4.2,Adele Bass,4.2,17,N/A,,,,,,,,3,,,,1,1,2,,2,,,,3
881,52,Art Center College of Design,Graphic Design,2.2,Joan Kahn,3.1,17,N/A,,,,1,2,,,,,,,,,,,1,,,,
882,52,Art Center College of Design,Illustration,2.6,William Weston,4.7,16,60%,1,3,,1,,,,7,,,3,3,,,,7,,,,
883,52,Art Center College of Design,Graphic Arts,4.1,Leah Hoffmitz,4.3,15,N/A,,,,,,,,,,,,,,,,,,,,
884,52,Art Center College of Design,Design,2.3,Adam Ross,2.6,15,N/A,,,,1,1,,,1,,,1,,1,,1,,,,,1
885,52,Art Center College of Design,Fine Arts,3.3,Ronald Llanos,3.1,15,N/A,,,,,1,,,2,,,,2,,1,,,,,,
886,53,Art Institute of Seattle,Graphic Arts,4.6,Sigrid Cannon,3.3,43,N/A,,,,,,,,,,,,,,,,,,,,
887,53,Art Institute of Seattle,Education,2.5,Steve Arntson,4.6,43,N/A,,,,,,,,,,,,,,,,,,,,
888,53,Art Institute of Seattle,Design,3.9,Barry Scharf,3.0,43,N/A,,,,,,,,,,,,,,,,,,,,
889,53,Art Institute of Seattle,Fine Arts,2.4,Dave Danioth,4.9,30,N/A,,,,,,,,1,,,,1,,,1,,,,,
890,53,Art Institute of Seattle,Graphic Arts,2.4,Steve Kramer,4.1,25,100%,,,,5,,,,7,,,2,5,,,1,9,,,,
891,53,Art Institute of Seattle,Graphic Arts,3.5,Heinlein Doug,3.8,22,N/A,,,,,3,,,3,,,,,,1,,1,1,,,1
892,53,Art Institute of Seattle,Computer Science,3.9,Scott Mansfield,4.0,22,N/A,,,1,,1,,,4,,,2,,,1,1,1,3,,,1
893,53,Art Institute of Seattle,Music,3.1,Kevin Bressler,4.8,22,N/A,,,,,1,,,1,,,,,,,,1,,,,
894,53,Art Institute of Seattle,Fine Arts,3.4,Zanetka Gawronski,4.5,21,100%,,,,3,1,,,5,,,,1,,2,,2,1,,,2
895,53,Art Institute of Seattle,Fine Arts,4.3,Michael Ramey,3.8,20,N/A,,,,1,,,,1,,,,,,,,,,,,
896,53,Art Institute of Seattle,Design,2.9,Carl Jackson,3.8,18,N/A,,,,,,,,3,,,,,,2,,1,1,,,2
897,53,Art Institute of Seattle,History,2.4,Jon Goad,4.3,18,N/A,,,,,,,,,,,,,,,,,,,,
898,53,Art Institute of Seattle,Graphic Design,2.9,Shane Liston,3.2,17,N/A,,,,,,,,,,,,,,,,,,,,
899,53,Art Institute of Seattle,Music,2.8,Rich Hinklin,3.0,16,N/A,,,,,,,1,1,,,,,1,,1,,,,,1
900,53,Art Institute of Seattle,Graphic Arts,4.3,Melanie Menke,2.0,16,N/A,,,,2,,,,2,,,,1,,3,1,,1,,,1
901,53,Art Institute of Seattle,History,1.7,Ellen Vance,3.9,14,N/A,,,,,,,,1,,,,1,,,,1,,,,
902,53,Art Institute of Seattle,Design,4.4,Vlad Kunko,3.9,14,N/A,,,,,,,,,,,,,,,,,,,,
903,53,Art Institute of Seattle,Design,2.7,Dale Rutter,4.0,13,N/A,,,,,,,,,,,,,,,,,,,,
904,53,Art Institute of Seattle,Fine Arts,2.6,Amy Williams,3.9,13,N/A,,,,,,,,,,,,,,,,,,,,
905,53,Art Institute of Seattle,Film,4.3,Dan Fabrizio,3.1,13,N/A,,,,,,,,,,,,,,,1,1,,,,1
906,54,Asbury University,History,3.9,Glen Spann,3.5,43,N/A,,2,,,,,2,,,,4,1,2,,,1,2,,,3
907,54,Asbury University,Theology,3.7,Neil Anderson,3.0,33,N/A,,,,,,,1,1,,,,,1,1,1,,1,1,1,2
908,54,Asbury University,Theology,3.1,Kevin Anderson,4.5,27,N/A,1,1,,,1,,1,,,,1,1,2,,,,1,,,
909,54,Asbury University,History,3.2,Ed McKinley,4.3,22,N/A,,,,,,,,,,,,,,,,,,,,
910,54,Asbury University,Theology,3.0,Gerald Miller,3.9,19,80%,2,1,,2,,,,1,1,,,1,2,,1,2,1,,1,2
911,54,Asbury University,Theology,3.0,Owen Dickens,4.4,17,N/A,1,,,2,3,,1,1,,,,,,,,1,,,,
912,54,Asbury University,Art History,2.5,Linda Stratford,4.0,17,N/A,,1,,1,,,,,,,1,,,,,,,,,
913,54,Asbury University,Theology,3.8,Victor Hamilton,4.5,16,N/A,,,,1,,,,,,,,1,,,,1,,,,
914,54,Asbury University,English,3.7,Dan Strait,4.6,16,100%,1,2,,2,,,2,3,,,,1,,,,3,,,,
915,54,Asbury University,Communication,3.2,Stephen Hillis,3.1,15,N/A,,,,,,,,,,,,,,,,,,,,
916,54,Asbury University,Communication,4.3,Greg Bandy,4.3,15,N/A,,,1,,,,,,,,,,,,1,,,,,1
917,54,Asbury University,Biology,2.6,Ann Witherington,2.8,14,N/A,,,,,,,,,,,,,,1,,,1,,,2
918,54,Asbury University,Biblical Studies,2.4,Melanie Kierstead,2.2,14,N/A,,,,,,,,,,,,,,,,,,,,
919,54,Asbury University,Mathematics,2.9,David Coulliette,4.6,13,N/A,2,1,,1,,1,,1,,,,1,,,,2,,,,
920,54,Asbury University,History,2.3,Burnum Reynolds,4.6,13,N/A,,1,,,,,1,1,,,,,,,,,,,,
921,54,Asbury University,Psychology,3.5,Marty Seitz,3.7,13,N/A,,,,,2,,4,1,,,,,2,1,,,1,,1,
922,54,Asbury University,Biology,3.8,Bobby Baldridge,4.2,13,N/A,,,,1,,,1,,,,2,,1,,,,2,,1,1
923,54,Asbury University,English,3.2,Chuck Gobin,3.3,12,N/A,,,,,,,,,,,,,1,,,,,1,,
924,54,Asbury University,Foreign Languages,2.8,Randy Richardson,4.8,12,N/A,1,1,,2,,,,,,,1,,,,,1,,,,
925,54,Asbury University,Communication,3.8,Doug Walker,4.3,11,N/A,,,,1,2,,1,1,,,,,,,,,,,,1
926,55,Asbury Theological Seminary,Religion,3.2,David Bauer,4.6,24,N/A,2,1,,,,,,2,,,,,,1,1,2,,,,
927,55,Asbury Theological Seminary,Theology,3.7,Ken Collins,4.3,23,N/A,,1,,,,1,2,,,,,,,,,1,,,,1
928,55,Asbury Theological Seminary,Religion,4.3,Sandra Richter,4.6,19,N/A,,,,,,,,,,,,,,,,,,,,
929,55,Asbury Theological Seminary,Religion,2.3,Steve Seamands,4.0,13,N/A,1,,,,,,,,,,,,,,,,,,,
930,55,Asbury Theological Seminary,Theology,2.1,Larry Wood,3.5,12,N/A,,,,,,,,,,,,,1,,,,,,,
931,55,Asbury Theological Seminary,History,2.5,Kenneth Kinghorn,4.0,11,N/A,1,,,,,,,1,,,,,,,1,,,,,
932,55,Asbury Theological Seminary,Religion,2.5,Lawson Stone,3.1,11,N/A,,,,,,,,,,,1,1,2,,,,,,,
933,55,Asbury Theological Seminary,Religion,3.3,David Thompson,3.6,10,N/A,,,,,,,,,,,,,,,,,,,,
934,55,Asbury Theological Seminary,Psychology,2.9,Toddy Holeman,4.2,10,N/A,1,1,,1,,,,2,,,,,1,,,,,,,
935,55,Asbury Theological Seminary,Theology,3.1,Chuck Gutenson,4.3,9,N/A,,,,,,,,,,,,,,,,,,,,
936,55,Asbury Theological Seminary,Religion,3.4,Ben Witherington,3.2,8,N/A,,,,,,,,,,,,,,,,,,,,
937,55,Asbury Theological Seminary,Religious Studies,4.9,Allan Coppedge,3.0,8,N/A,,,,,,,,1,,1,,,,,1,,,,,2
938,55,Asbury Theological Seminary,Religion,2.4,Ruth Anne Reese,4.9,7,N/A,,,,,1,,,1,,,,1,,,1,1,,,,
939,55,Asbury Theological Seminary,Religion,3.3,Meesaeng Lee Choi,2.5,7,N/A,,,,1,,,1,,,,,,,,,,,,,
940,55,Asbury Theological Seminary,Religion,4.3,Mark Boda,3.2,6,N/A,,,,,,,,,,,,,,,,,,,,
941,55,Asbury Theological Seminary,Religion,3.0,Joe Dongell,4.0,5,N/A,,,,,,,,,,,,,1,2,,,1,1,1,
942,55,Asbury Theological Seminary,Psychology,2.8,Stephen Stratton,4.9,5,N/A,1,2,,1,,,1,1,,,,,,,,,,,,
943,55,Asbury Theological Seminary,Religion,3.8,Lalsangkima Pachuau,2.2,5,N/A,,,,,,,1,,,,,1,1,,,1,,,,2
944,55,Asbury Theological Seminary,Religion,3.0,Bob Tuttle,4.1,4,N/A,,,,,,,,,,,,,1,,,,1,,,
945,55,Asbury Theological Seminary,Music,2.0,Bill Goold,4.4,4,N/A,,,,,,,,,,,,,,,,,,,,
946,56,Ashland University,English,3.3,Russell Weaver,3.7,50,80%,2,,1,1,,,2,6,,,1,,2,1,4,1,,8,1,6
947,56,Ashland University,Chemistry,4.4,Matthew Arthur,2.6,48,N/A,,,,3,,,1,,,,1,,,2,1,,2,,,6
948,56,Ashland University,Communication,1.2,Dan O'Rourke,4.6,42,N/A,,3,,,1,,,,,,1,2,,,,1,,,,
949,56,Ashland University,History,3.6,Justin Lyons,3.5,42,N/A,1,2,,1,,,6,,,,,,3,,,1,,,,2
950,56,Ashland University,English,3.0,Joe MacKall,3.9,41,N/A,,,,,,,1,2,,,3,,1,,,2,,1,,2
951,56,Ashland University,Fine Arts,4.1,Teresa Durbin,2.9,40,N/A,,,,1,,2,2,,,,,,,,1,,2,1,,4
952,56,Ashland University,Economics,3.5,Wendy Wasnich,3.1,39,N/A,,,1,2,3,4,1,3,,,1,,4,2,7,,3,,,7
953,56,Ashland University,Political Science,3.7,John Moser,3.6,36,N/A,,,,,,,1,,1,,,,,,1,,1,1,,1
954,56,Ashland University,Political Science,3.8,Jeffrey Sikkenga,4.3,35,N/A,,,1,,,,2,1,,,,,,,,3,1,1,,5
955,56,Ashland University,Psychology,2.6,Curt Ickes,4.8,34,83%,3,1,,2,1,,1,,,,1,1,2,,,2,2,,1,
956,56,Ashland University,Philosophy,4.0,Louis Mancha,3.5,34,N/A,,3,,,,,1,1,,,1,1,,,2,2,,,,1
957,56,Ashland University,English,3.6,Deborah Fleming,2.5,33,25%,,,,,2,,6,2,3,,1,,2,,1,1,2,,,6
958,56,Ashland University,Computer Science,4.3,Boris Kerkez,2.9,33,N/A,,,1,,,,,,,,,,1,1,,1,4,,,4
959,56,Ashland University,English,2.8,Naomi Saslaw,3.0,31,N/A,,,,2,,,2,,2,,,1,1,,1,,1,2,,3
960,56,Ashland University,Social Science,2.1,Duncan Jamieson,3.6,30,N/A,1,,2,2,,,2,1,1,,,,1,,1,,,,,2
961,56,Ashland University,Mathematics,4.1,Darren Wick,3.0,30,50%,,,,1,,,1,,,,,1,1,2,2,1,1,,2,5
962,56,Ashland University,Mathematics,4.1,Tom Dence,2.3,29,N/A,,,,,,,,,,,,,,,,,,,,
963,56,Ashland University,Communication,3.3,Pravin Rodrigues,3.0,29,N/A,,2,,,1,,1,1,,1,2,1,,,2,3,,,,2
964,56,Ashland University,Philosophy,4.3,Jeffrey Tiel,3.7,28,N/A,,,,,,,,,,,,,,,1,,,,,1
965,56,Ashland University,Graphic Arts,4.4,Jessica Maloney,1.4,28,N/A,,,,,,,,,,,,,1,,,,,,,1
966,57,Assumption College,History,2.3,Stuart Borsch,4.6,90,100%,5,22,,26,2,,,11,3,,5,37,1,,,41,,,,1
967,57,Assumption College,Theology,3.9,Christopher Klofft,3.5,76,36%,1,1,,1,,1,8,1,1,,,,3,2,12,3,5,,,16
968,57,Assumption College,Marketing,4.4,Egidio Diodati,2.8,73,N/A,,,2,,,,1,1,,1,,,,,5,,1,,,4
969,57,Assumption College,Mathematics,3.6,Kevin Carlin,3.0,71,23%,4,,,2,4,,1,1,,,2,,,7,,1,5,,1,7
970,57,Assumption College,Philosophy,3.7,Fred Bauer,3.2,70,N/A,,1,1,1,,,,,,,1,,1,,,,1,,,1
971,57,Assumption College,Mathematics,2.3,Suzanne Kozak,4.6,67,100%,4,1,,8,4,,,2,,,1,,,3,,10,,,,
972,57,Assumption College,Theology,3.6,Kathleen Fisher,3.6,60,N/A,1,1,,1,2,,11,1,,2,,,1,2,4,1,1,,,11
973,57,Assumption College,Languages,1.2,Anthony Zielonka,2.5,59,100%,,,,3,,1,,,1,,,,1,1,2,,1,,,
974,57,Assumption College,Business,4.3,Cheryl Amantea,4.7,51,N/A,,,,,3,,,3,,,,,,,,3,,,,
975,57,Assumption College,Political Science,4.4,Bernard Dobski,3.8,51,100%,,5,,,,,2,,,,,2,,,2,1,5,,,4
976,57,Assumption College,Mathematics,4.3,Joyce Brown,1.9,50,N/A,,,,,,,,,1,,,,,3,,,4,,,11
977,57,Assumption College,Theology,3.6,Marc Guerra,3.3,50,30%,1,,,,,,10,1,1,,1,,1,,5,,7,1,,15
978,57,Assumption College,Theology,4.4,Jerome Lively,1.9,49,7%,,,2,,1,,6,,1,,,,5,2,4,1,12,2,1,15
979,57,Assumption College,Computer Science,2.8,William Katcher,2.5,48,N/A,,,,,1,,1,,2,,,1,2,,,2,1,,,1
980,57,Assumption College,Philosophy,3.5,Anthony Traylor,3.4,48,N/A,,1,,1,2,,,,1,,3,,4,,,1,,,,
981,57,Assumption College,Theology,3.9,Gerald McCarthy,3.5,46,N/A,,,,,,,,,,,,,,,,,,,,
982,57,Assumption College,History,2.3,John McClymer,2.9,45,60%,,,,1,,,3,1,2,3,1,,8,4,,,,,,
983,57,Assumption College,Geography,4.0,Kevin Hickey,3.3,41,20%,,,,,,1,3,,1,,,,4,,,,5,,1,8
984,57,Assumption College,History,2.5,David Cohen,4.1,40,60%,2,,,,,,3,,,,,,,,5,1,2,,,2
985,57,Assumption College,Philosophy,3.0,Paul Gallagher,3.4,40,N/A,,,,1,2,,1,,,,,,3,2,3,1,,2,,5
986,59,Atlantic Union College,Education,2.6,H. Roger Bothwell,4.7,9,N/A,,,,,,,,,,,,,,,,,,,,
987,59,Atlantic Union College,Biology,3.8,Richard Brown,4.5,6,N/A,,,,,,,,,,,,,,,,,,,,
988,59,Atlantic Union College,Chemistry,2.8,Reuben Kimwomi,3.8,6,N/A,,,,,,,,,,,,,,,,,,,,
989,59,Atlantic Union College,Music,2.6,Kaestner Robertson,3.5,5,N/A,,,,,,,,,,,,1,,,,1,,,,1
990,59,Atlantic Union College,Theology,4.0,R. Dean Davis,5.0,4,N/A,,,,,1,,,1,,,,,,,,1,,,,
991,59,Atlantic Union College,Nursing,2.8,E. Coleen Fritsche,4.8,4,N/A,,,,,,,,,,,,,,,,,,,,
992,59,Atlantic Union College,English,3.5,Deborah Leonard,2.6,4,N/A,,,,,,,,,,,,,,,,,,1,,1
993,59,Atlantic Union College,English,2.7,Ruth Prakasam,3.3,3,N/A,,,,,,,,,,,,,,,,,,,,
994,59,Atlantic Union College,Nursing,3.7,Pusey-Reid Eleanor,4.8,3,N/A,,,,,,,1,1,,,,,,,,,,,,1
995,59,Atlantic Union College,Nursing,4.7,Kimberly Dunker,2.2,3,N/A,,,,,,,,,,,,,,,,,,,,
996,59,Atlantic Union College,Theology,3.0,Richard Trott,5.0,2,N/A,,,,1,,,1,1,,,,,,,,,,,,
997,59,Atlantic Union College,Sociology,3.5,Susan Willoughby,2.8,2,N/A,,,,,,,,,,,,,,,,,,,,
998,59,Atlantic Union College,Education,4.0,Kendra Lee Pearman,1.0,2,N/A,,,,,,,,,,,,,,1,,,,1,,1
999,59,Atlantic Union College,English,5.0,David Knott,2.5,1,N/A,,,,,,,,,,,,,,,,,,,,
1000,59,Atlantic Union College,English,4.0,Ann Parrish,2.5,1,N/A,,,,,,,,,,,,,,,,,,,,
1001,59,Atlantic Union College,Theology,1.0,Francy Duran,5.0,1,N/A,,,,,,,,,,,,,,,,,,,,
1002,59,Atlantic Union College,English,2.0,Mary Norcliffe,4.5,1,N/A,,,,,,,,,,,,,,,,,,,,
1003,59,Atlantic Union College,Music,1.0,Rafael Rodriguez,5.0,1,N/A,,,,,,,,,,,,,,,,,,,,
1004,59,Atlantic Union College,Mathematics,2.0,Andrew Francis,5.0,1,N/A,,,,,,,,,,,,,,,,,,,,
1005,60,Auburn University,Biology,2.3,Matt Kearley,4.8,391,97%,44,56,4,72,9,25,1,18,3,2,42,10,4,,11,57,11,,3,2
1006,60,Auburn University,Biology,3.1,Scott Bowling,3.0,374,45%,7,,10,,13,45,29,2,4,4,,,7,50,47,,26,,12,29
1007,60,Auburn University,Chemistry,3.3,Ashley Curtiss,3.5,337,75%,18,5,2,12,7,50,29,10,2,2,46,6,10,16,14,10,28,,9,32
1008,60,Auburn University,Economics,2.5,Macy Finck,4.6,329,92%,9,26,,8,15,2,,7,16,,76,5,15,,2,40,35,,12,8
1009,60,Auburn University,History,2.9,Donna Bohanan,4.7,290,91%,5,37,,13,9,4,26,1,4,,4,2,27,,4,20,54,,15,18
1010,60,Auburn University,Chemistry,4.1,Ria Yngard,2.5,258,43%,3,8,16,4,7,,10,2,15,,7,,38,46,16,8,86,,38,107
1011,60,Auburn University,Chemistry,2.5,Steve Swann,2.7,249,91%,,,1,5,9,,3,1,,2,18,10,1,6,18,7,28,,,9
1012,60,Auburn University,Biology,3.1,Robert Lishak,4.4,247,N/A,,17,3,,6,,,,,,3,,8,,1,10,27,,1,13
1013,60,Auburn University,History,2.8,Morris Bian,3.0,220,90%,1,4,,5,5,,7,,13,,4,,13,,1,7,10,,8,
1014,60,Auburn University,Accounting,3.7,Elizabeth Miller,3.5,220,47%,2,4,,2,10,9,22,3,9,,2,,25,11,1,10,77,,26,46
1015,60,Auburn University,Economics,2.3,Thomas Beard,4.7,217,N/A,,2,,1,,1,,2,1,,2,4,,,,4,,,1,2
1016,60,Auburn University,Biology,2.7,Roland Dute,4.5,216,N/A,,6,,5,5,,,,,,6,2,6,,,7,15,,,7
1017,60,Auburn University,Sociology,3.0,Carl Backman,2.9,215,55%,,,22,1,3,17,35,,,,1,,14,1,4,2,3,,,8
1018,60,Auburn University,Biology,3.8,Min Zhong,2.5,210,26%,,1,98,7,6,14,23,1,2,20,5,,23,30,17,3,74,,7,61
1019,60,Auburn University,Chemistry,4.1,Peter Livant,3.3,205,N/A,,2,1,1,7,,12,,,,6,,2,3,1,1,16,,,23
1020,60,Auburn University,Mathematics,3.6,Ulrich Albrecht,2.3,205,26%,2,2,1,,2,2,12,2,10,,9,,27,3,5,1,26,1,16,18
1021,60,Auburn University,Music,1.7,Bryan King,4.7,193,65%,1,1,3,9,12,11,2,5,,,2,7,6,4,17,5,9,1,1,7
1022,60,Auburn University,History,3.4,Joseph Kicklighter,3.7,190,23%,,5,,2,2,,23,2,3,,7,1,8,,3,3,10,,4,17
1023,60,Auburn University,Computer Science,3.6,Jacqueline H. Hundley,1.9,186,34%,10,,,1,10,9,19,,3,35,,1,7,50,9,,9,,5,50
1024,60,Auburn University,Biology,3.1,Debbie Folkerts,4.3,170,76%,,7,,6,1,7,1,2,7,,2,3,14,,,11,11,,5,9
1025,61,Auburn University at Montgomery,Economics,1.7,Jeff Bates,4.9,67,100%,2,11,,4,3,1,,1,,,14,4,,,2,7,,,,
1026,61,Auburn University at Montgomery,Biology,4.3,Nathan Okia,1.8,63,N/A,,,1,,,,7,,,,,,5,,,,1,,,6
1027,61,Auburn University at Montgomery,History,4.2,Michael Simmons,3.0,61,29%,,,,,1,,4,1,1,,,,7,,2,,9,,1,10
1028,61,Auburn University at Montgomery,Mathematics,2.1,Rhodes Peele,3.5,56,40%,1,,,,2,1,1,3,1,,,,2,1,,,1,,,
1029,61,Auburn University at Montgomery,Chemistry,4.3,Suna Sahinoglu,2.8,53,24%,3,,,2,1,4,2,1,2,,,1,18,,,2,19,,13,14
1030,61,Auburn University at Montgomery,History,3.7,Keith Krawcyznski,4.0,52,67%,1,2,,2,1,,4,3,,1,,2,1,3,4,,1,,,1
1031,61,Auburn University at Montgomery,Biology,4.6,Pete Haddix,2.3,52,N/A,,,1,1,,1,1,,,,,,6,,2,,7,,5,8
1032,61,Auburn University at Montgomery,Biology,2.0,Chris Palmer,4.0,51,100%,,,,3,,,1,,1,,1,,9,,2,2,7,,1,1
1033,61,Auburn University at Montgomery,Education,4.5,Clara Young,1.8,48,N/A,,,,,,,1,,,,,,,2,1,,1,,,1
1034,61,Auburn University at Montgomery,Mathematics,4.1,Cheng-Chi Huang,2.5,48,56%,1,1,,2,,1,,1,2,,1,2,2,4,2,4,8,,2,6
1035,61,Auburn University at Montgomery,Biology,3.1,Michelle Taliaferro,3.7,47,42%,2,3,,3,1,3,3,4,,,,,9,17,1,,10,2,4,10
1036,61,Auburn University at Montgomery,English,3.9,Michel Aaij,3.7,45,71%,1,,,,,,3,2,,,4,,,2,3,5,,2,,4
1037,61,Auburn University at Montgomery,Communication,3.1,Serajul Bhuiyan,4.4,45,86%,1,9,,12,4,,1,8,,,5,9,1,2,9,14,7,1,,3
1038,61,Auburn University at Montgomery,English,2.2,Robert Evans,4.5,44,89%,,2,,6,1,,,7,,,4,4,,,1,3,,,,
1039,61,Auburn University at Montgomery,Mathematics,2.9,Furman Smith,3.2,44,N/A,,,,1,,,,1,,,,,,1,1,,1,,,
1040,61,Auburn University at Montgomery,English,3.6,Cliff Browning,3.9,43,100%,1,1,,,2,,,8,,,8,1,3,3,1,3,,4,,5
